Square Customer ID,Salesforce Contact ID,First Visit,Last Visit,Transaction Count, Total Spend ,Email Subscription Status
DAB3KVH0XD26F297XW5ZMJEHG0,,2/12/2018,2/12/2018,1,$20.00 ,unknown
TP48GS8KH10KK2AAXNC928ZCA4,,4/7/2020,4/7/2020,1,$25.00 ,
84TEHV48HD4R5358PKZBVCME5G,,9/15/2020,4/8/2021,2,$47.25 ,unknown
W86PRY5KWD4AKCWTDADT8D7DP8,,6/26/2020,6/26/2020,1,$35.00 ,
T8VX5TGSPD57X1F4X8VC4X83N4,,8/13/2020,8/13/2020,1,$25.00 ,
NE4J5911F14696EN7W839HCVKR,,10/30/2020,10/30/2020,1,$200.00 ,unknown
WeIwBOTcofWEHtTy,,6/11/2015,6/11/2015,1,$23.00 ,
1AJWEZGN097WH3MWJTAJ0KBJ2C,,10/26/2019,12/17/2022,16,$748.20 ,unknown
65J9GENARD59YNWQXEXF23V4Q0,,7/16/2016,7/16/2016,1,$175.00 ,
VCPXJ8B6ZX03VFQYRW2VY2DZ3W,,4/28/2020,4/28/2020,1,$40.00 ,unknown
3Y0DEP4TBD0VKETA1MN27MZFX4,,11/5/2019,11/5/2019,1,$30.00 ,
3AKBYQD9RD75CNWXTD81G64T2C,,6/3/2017,6/3/2017,1,$6.00 ,unknown
34V0TBZ7SX7R13W42AFWJAEAFG,,5/26/2020,5/26/2020,1,$44.00 ,bounced
TRZA7MFFC17S8JQBP79Z9E4JZC,,9/13/2016,9/13/2016,1,$165.00 ,
HFB2B800HH2P7DF6V81TDPSJ8M,,6/16/2020,6/16/2020,1,$20.00 ,
1AK66QWFX97Y50HN0QFC963MPW,,3/25/2022,3/25/2022,1,$20.00 ,
DMBSZYG9GX49N53HQVA3X80NY0,,5/28/2022,5/28/2022,1,$500.00 ,
BC4HMMYM9965S9EC0QCCQBRTDM,,9/3/2019,1/23/2020,2,$30.00 ,
NZ3W37T5RD5TRTWKVKYA3Q3K14,,7/28/2015,2/15/2019,3,$35.00 ,unknown
G6R4BEQ7PN1K0MTPRQHBFFXTQ4,,12/7/2016,12/7/2016,1,$5.00 ,
VFS27C15FD7HX0GGRZ1BT2SHA0,,11/3/2020,11/3/2020,1,$250.00 ,unknown
PKGAJBCCE971Q7DHBRNB58MNM0,,2/5/2022,2/8/2022,2,$380.00 ,bounced
VDBG599WMN4W53ZZP19T035P00,,5/11/2022,9/27/2022,2,$209.00 ,
G45QMYW7NH1TESH6G4FHHZM8Q4,,8/4/2018,8/4/2018,2,$35.00 ,unknown
58DBAAR2B118HCTVHC5T41P63M,,2/25/2022,2/25/2022,1,$300.00 ,unknown
PH51K7AQKH5E0NM2XYKVYV4FNG,,3/19/2016,3/19/2016,1,$23.00 ,
4CGVAATWSH6F15JT1HFTTSVJJW,,6/16/2020,6/16/2020,1,$12.00 ,unknown
YTHKKCMTXH772QJ99G3SMCPPXM,,8/1/2015,8/1/2015,1,$175.00 ,unknown
WHTMEPEX3D6G5D6SVY2KMM1ETW,,10/5/2022,2/17/2023,2,$70.00 ,unknown
15WR5R31SH78X5C0G4KE8BR4J0,,1/23/2021,1/23/2021,1,$25.00 ,unknown
VFP64DS5S503SCVJFVS21BBC38,,3/19/2020,3/19/2020,1,$419.75 ,unknown
LyiSL2tGwn7KvZZ6,,6/16/2015,6/16/2015,1,$50.00 ,unknown
A4BAJ3CPQ45MPSD9JAFA4XGPMW,,1/31/2023,1/31/2023,1,$20.00 ,unknown
Z06PT1KZWH7JB2X40G8952D5A0,,4/2/2021,4/2/2021,1,$200.00 ,unknown
5E1Z2HX13S6YHAB2K1WBKNQH6C,,8/6/2020,8/6/2020,1,$400.00 ,unknown
HS269PCQV167YNYQWPQ67SZ574,,8/24/2015,9/8/2015,2,$182.00 ,unknown
NGS1G5A4GN7Z138FT6CBQQHTYW,,1/15/2022,1/15/2022,1,$20.00 ,
8FSKTRADQN5MH9BSA366KBYFWC,,6/23/2020,6/23/2020,1,$20.00 ,
ZV4CJR4J2S0AQ3AZJJA44YK6FR,,7/3/2021,7/3/2021,1,$5.00 ,
RNA5ZJAZTS63Q6QS21P43W1WSG,,11/29/2022,11/29/2022,1,$20.00 ,
HH58448TRH4AWXHFD51NGCNV5M,,1/13/2018,1/13/2018,1,$17.00 ,
3K1NYY3AYX7T8K024A24RF0TKG,,1/16/2016,1/16/2016,1,$125.00 ,unknown
VCK0XT94G913FCGE903GQ9A888,,4/9/2020,10/18/2022,4,$55.00 ,unknown
0PS3FB577X788V2CKGM9G00Z4G,,4/19/2017,4/19/2017,1,$10.00 ,
HVHXS22FDD336S21WDBYCBY4Q8,,7/10/2019,7/10/2019,1,$100.00 ,unknown
H8TJ9CXRQ11JVA04VJB4JAVCX8,,2/18/2022,2/18/2022,1,$35.00 ,
CF9YBH53J51WWJH7GY8ZD5YH88,,5/24/2016,5/24/2016,1,$140.00 ,
WDM83E35254T6W57RFSM4A3ZKW,,4/8/2017,4/10/2019,2,$315.00 ,unknown
6BP88BB88S1X921GAP7X36ETVR,,10/2/2021,10/2/2021,1,$22.00 ,unknown
FTNAMB56WD5F9A7RK0KJP0S3NM,,12/2/2016,3/10/2017,3,$151.00 ,
2FK463D3MS3H983WA8QA1AWEQ0,,7/7/2022,7/7/2022,1,$90.00 ,
Q76RE57ATD2FB9V0R6ESW9NBVW,,6/12/2018,4/24/2019,2,$106.00 ,
A1TG66MVNN4S2MM6RG0WT0XSZ0,,3/20/2018,3/27/2018,2,$47.00 ,unknown
PW9367CH3H64KEJH82T1FGGVVG,,7/30/2020,7/30/2020,1,$200.00 ,unknown
1CR9N8Y0T530CNQZG1SRSGM4MC,,4/4/2017,10/10/2017,5,$220.00 ,unknown
6FZ8MXHE5D7GCNBWNEEV9N995C,,3/15/2019,3/15/2019,1,$125.00 ,
HCARJRZXE551ZDF86ZST161TBC,,7/6/2021,7/6/2021,1,$25.00 ,unknown
YZ6BZRJARS00WGSA2PFF0BFQ64,,3/4/2017,3/4/2017,1,$75.00 ,
YAKK5NFDVN5GCRT42G3TK9MY7W,,4/30/2019,10/8/2020,3,$27.65 ,
SWQQ3RMN1543QBVTQBXX8DNZWC,,9/20/2019,9/20/2019,1,$220.00 ,unknown
DDPT1CYD554TQD18DJ0N5RJ7JC,,1/4/2020,5/14/2021,3,$50.00 ,unknown
HYVF6E6VM17WX0CK0T6HEDQT54,,5/28/2022,5/28/2022,1,$469.00 ,unknown
D5WKGF4S9S4NJSPD9D9TJY4KBC,,6/14/2018,6/14/2018,1,$15.00 ,
08Y24357FN21JH17YYPQT6ZPBG,,7/18/2015,7/18/2015,1,$450.00 ,unknown
80WFQTVTT11VN45AWVV9VAHMSC,,10/8/2022,10/12/2022,2,$546.00 ,unknown
NKZ6Y6SJFS7EZ7K5Q2PFDGME2C,,8/19/2021,8/19/2021,2,$345.00 ,unknown
8RYV87E24N2AN3X5C2ZQ8VF4MR,,8/21/2019,8/21/2019,1,$345.00 ,unknown
DF23388M5X1ZKE1MKSZN74P2CC,,8/31/2021,8/31/2021,1,$24.00 ,
8RMAEHBXN15SX3EV83MZFFDBKW,,8/5/2022,8/5/2022,1,$44.00 ,
10ZFW0SF010XTTAF9ZDCG0CN9M,,4/10/2019,4/10/2019,1,$20.00 ,
Y8BXY1VCPS2ETQW33Q2WYPY45R,,8/22/2017,8/22/2017,1,$5.00 ,
KQGG2D23MH1G2M55FFWMS6YZAR,,6/1/2019,6/1/2019,1,$75.00 ,unknown
6VNPJ84F4N6478EVEWJ99Z4ZT4,,5/29/2021,5/29/2021,1,$10.00 ,
X6SPYBVP7N23S9MX4XXB1GENVC,,6/23/2020,1/31/2022,3,$116.00 ,
WHSJ33JTY56QF8Q2XWH3EHZZ4M,,12/31/2022,2/8/2023,2,$390.00 ,
HNN5CHF911526GWM49R6JY2PPW,,7/28/2015,7/28/2015,1,$125.00 ,unknown
PMZXZED0SN2RCZWM9P8B43VM24,,7/3/2018,6/4/2019,2,$162.00 ,unknown
SW0A2X1HC16GDBQR6T72DRWK0W,,3/20/2016,1/17/2017,5,$66.00 ,unknown
NV0VDRWNXX10922RF0H9TV7XWM,,3/7/2020,3/7/2020,1,$168.00 ,
DEYP1WJQENY3PQK8XH4FZK53C0,,1/21/2023,1/21/2023,1,$20.00 ,unknown
GRX0X5Z1W14HD7GH0TGN08PBMC,,2/12/2018,1/21/2023,3,$100.00 ,unknown
WYSFA47V292KZ5PZDM22M300C0,,4/22/2021,4/22/2021,1,$11.00 ,unknown
J504FE6HE541WG3ASGGRZMJZ04,,3/22/2016,3/22/2016,1,$28.00 ,
F79SV74ZDD5E4XAZ4FNRVBTCTG,,3/15/2019,3/15/2019,1,$6.00 ,unknown
7DXHGKZRC96MGHKPTQJAZ3AAMC,,9/10/2016,9/10/2016,1,$5.00 ,
PPTG70F64X1VZ5Z7DJSB81R4TC,,11/16/2022,11/16/2022,1,$100.00 ,
9VHYZSXNJ115ZEG7N86X4FNC7W,,10/12/2022,10/12/2022,1,$17.00 ,
5MBCEZRPDN582QKCJ9HJ84GWQ0,,8/29/2015,8/29/2015,1,$125.00 ,
2WFJN0DHQS5RTP29C10FTG6YVR,,10/23/2018,10/23/2018,1,$105.00 ,
Q8S25B7SW153CWY6EK4HBSFCT4,,4/28/2018,4/28/2018,1,$16.00 ,
3DV8K6A13X7SXE1NJ7WPRTZ0FM,,10/1/2020,10/1/2020,1,$200.00 ,unknown
THC8PWK6TX5DX7ZRF4M06NNP5G,,3/19/2021,3/19/2021,1,,
8EKSET388H7D10SJHCXXHJ3MS8,,10/29/2021,7/20/2022,4,$222.50 ,unknown
RYNNDN6K557C2VCSM6TPT7QNWM,,7/28/2015,7/28/2015,1,$5.00 ,
66JZS8R0K57596ZGXZX8CV3SK4,,2/17/2022,2/17/2022,1,$35.00 ,unknown
X858HEJJ8X0494CJ84G49M206M,,12/8/2020,10/15/2021,2,$250.00 ,unknown
31S0HT9XVD2MN00WPE2SCAJQK4,,8/20/2020,8/20/2020,1,$65.00 ,
JFJ4TB6G1N2K2KYR6R3JPP3K38,,6/1/2018,6/1/2018,1,$6.00 ,
HS3FV52H4N7XZ4MYZTB7ZAAT40,,7/2/2020,7/2/2020,1,$225.00 ,unsubscribed
0AV58B530X1FV4V9R4621BHME8,,3/19/2020,3/19/2020,1,$138.00 ,
63EPHSNWQD2K4PDKKS8WC1BW1M,,9/1/2018,9/1/2018,1,$100.00 ,
XXT0AT55Z94Z91XN8HRCKWV9DW,,11/6/2021,11/6/2021,1,$15.00 ,
VQ6PSW7X6S7EZA660DHV796WH0,,3/22/2022,3/22/2022,1,$675.00 ,unknown
ZE5ZMXQWJD50YSA4A6VH1NZ8MW,,6/6/2015,9/23/2017,4,$90.00 ,unknown
MWZ7GFE09S7XEZNSYMB19SGPDC,,11/16/2016,11/16/2016,1,$18.00 ,unknown
TVTBZTMX3H60D66PAJAM8PE1A4,,10/15/2022,10/15/2022,1,$8.00 ,
6Z2ANSK5R97YXB43YZER8Z4EMM,,2/1/2022,2/1/2022,1,$15.00 ,
4VM6GHPGMD6W9A3CQA8GCCBGS0,,10/27/2022,10/27/2022,1,$15.00 ,
F8CQJDSKQD3T4ZZ9G65ED1CJV8,,8/22/2015,8/22/2015,1,$15.00 ,unknown
K7JXDEX2AD6M9E26CK8NY0S93M,,4/2/2022,4/2/2022,1,$20.00 ,
AJJYS1PZQS60D10ENNA0MHMDXC,,6/16/2022,6/16/2022,1,$151.00 ,
5CGF0YFRCD49V3639146VCBAFM,,2/18/2022,2/18/2022,1,$10.00 ,unknown
MBTR259N793Y57B4PADMT06TKG,,4/24/2020,4/10/2021,2,$235.00 ,unknown
95SAXZWYW53FGSMJMD08QQ04R4,,2/10/2017,4/1/2017,2,$45.00 ,
54BT7J7JK576PGTTV8HBYC30Z0,,3/5/2019,2/29/2020,2,$215.00 ,unknown
2QH50SWM5S3AH1VAB8AMXKXYHR,,2/1/2023,2/1/2023,1,$10.00 ,
9KYRTNABF94P9FHK3VDF591WYC,,3/7/2020,3/7/2020,1,$35.00 ,
VCR1F0RJDS315CNWK3Z7G6WMEM,,7/27/2019,12/3/2022,6,$291.55 ,unknown
ABZFKGKMY15V6SZDTVT1901334,,3/26/2019,3/26/2019,1,$60.00 ,
J6F48JJ8AX13JJ91H07HTTQTP8,,6/14/2018,12/28/2019,2,$70.00 ,unknown
C2Y6BYJJ7X600TGSFAD48BYE7R,,9/8/2017,9/16/2017,2,$230.00 ,
6H9S2ZSQB11314J9XN4D8HMP2M,,6/26/2020,6/26/2020,1,$42.00 ,
1MAFH3F81S75CXPSV8YKRVGSQG,,1/2/2019,9/15/2022,4,$41.00 ,bounced
16T3GRDVC926752EZ3K10E31RG,,4/30/2020,4/30/2020,1,$16.00 ,unknown
CPMEKJ7PT564N3S01ZP656BWR8,,3/25/2021,3/25/2021,1,,
QDEPWN238505AN8BFPC25RR8ZM,,9/12/2017,9/12/2017,1,$90.00 ,unknown
3QS6QWR3PS6SKDE7JKPCP5Z9C4,,10/14/2021,8/19/2022,2,$292.00 ,
28831CJP5550X8BKTR0X7HNMS8,,8/22/2019,11/10/2020,2,$400.00 ,
0X7YTZJX5571719JEQDESAVQN4,,2/7/2023,3/11/2023,3,$318.60 ,
BPFB78467H3EQ84M6J0C8Z3Z1M,,1/19/2021,1/19/2021,1,$88.55 ,unknown
29YXAB1QVN0CAWM3W8G80AJ7M0,,7/21/2015,7/21/2015,1,$8.00 ,
558RVS76XN063EPYV7BDCK4RD4,,4/26/2022,8/23/2022,2,$68.75 ,
Z8CV7AMFKN4F70KKXY6SR3E574,,9/15/2020,9/15/2020,1,$100.00 ,unknown
4W7VS2EHYS4G1EG691CWV4Y3KC,,6/23/2020,7/10/2020,2,$140.00 ,unknown
ZE2JP88NP95XZB2PEVPWPKM5HR,,7/3/2020,7/3/2020,1,$200.00 ,unknown
EMWRRFJDRH03V3GNVCRJN97KKG,,10/19/2021,10/19/2021,1,$108.00 ,unknown
CK5ZSZXZZD6C7FAWE4H6YERVKG,,10/12/2021,5/5/2022,3,$170.00 ,unknown
YYX6AW3KGS7PGR51NBVSK62CBW,,11/27/2018,1/9/2019,4,$97.00 ,unknown
VH4TT229KN0E8MRZNQMD3C34XG,,7/30/2016,7/30/2016,1,$175.00 ,
JBVYW0EK3H7ACKNSX4R2BVWXA0,,8/3/2017,8/3/2017,1,$6.00 ,unknown
PRC4KJ4ZS56N36AA8S4SEK2WC0,,1/7/2022,1/7/2022,1,$45.00 ,unknown
M6H941GC15798KM6F69SP9AE6C,,7/20/2019,7/20/2019,1,$100.00 ,
65CXNCAZ8N78K5D1NV24JVZJ3C,,11/12/2020,11/12/2020,1,$60.00 ,unsubscribed
M7GHQSRCS572X94HX38W2FHQM0,,11/4/2021,11/4/2021,1,$40.00 ,unknown
PE9N469ASD0D2YQ0NR6QH2ZKS0,,5/9/2017,5/9/2017,1,$13.80 ,
71AP04G9F51QPY8847SJ3CVZ30,,6/27/2019,7/18/2019,4,$112.00 ,
KE9HZ95ZMN47K0RQ5XTEW0HZ98,,12/1/2020,12/1/2020,1,$7.00 ,unknown
DV0TD7DTP924CSVH35YARB9QP4,,4/20/2017,4/20/2017,1,$24.00 ,unknown
RNWZNMKRT14M0YTXWEJH1H65N0,,3/15/2018,3/29/2018,3,$3.00 ,unknown
P89DZP9NTN78HF84SKH0V7Z0VM,,10/24/2019,10/24/2019,1,$6.00 ,
B6QCRZ39P570K98XS8DRXNWRSG,,10/29/2022,10/29/2022,1,$97.75 ,
K0NC9HA7KS30XFYTCB5C3NC0QC,,9/24/2020,9/24/2020,1,$150.00 ,
YV3MF18Z9136JJXF54FFSNYWXM,,7/19/2017,7/19/2017,1,$14.00 ,
D05PVFTQB16APMX57DADF2BCVG,,9/3/2015,6/3/2017,9,$216.00 ,unknown
4EGB3299CX1AV3MFJ4Y3MPBMJ8,,10/9/2019,10/9/2019,1,$25.00 ,unknown
JQ3D58PN4H2NFCRS48SKF0SW1C,,7/27/2022,7/27/2022,1,$500.00 ,unknown
AM2H0FTY797HKF9WVY52EWS8EC,,2/25/2022,2/25/2022,1,$75.00 ,
6RVNDT7BMN271C4R673KP0CC6R,,2/1/2023,2/1/2023,1,$114.40 ,unknown
H9DRZTNY8H18DDDPRT9TBY68G8,,7/21/2020,7/21/2020,1,$100.00 ,unknown
Y00KTZ5FNN4J18KMWQZVMPVZR8,,10/29/2020,10/29/2020,1,$18.00 ,unknown
5VMJFA97FH5TNF4CEBHYDTZGRC,,8/19/2021,10/28/2021,2,$25.00 ,unknown
G3A6QZB1A57CBBEMKSDAKG3Z14,,6/1/2022,6/1/2022,1,$18.00 ,
C6P1K4KNM12A4V60KHC3WFKVWM,,7/16/2019,7/16/2019,1,$125.00 ,unknown
4SC5GBD0K170X5VHMDTKH5XSC0,,4/24/2021,4/24/2021,1,$15.00 ,unknown
M4C024H41976PPPBJG66W1CZN8,,4/19/2016,4/19/2016,1,$150.00 ,unknown
FCMWQ4589H3AZ3FMWCT2YP95AM,,5/11/2022,5/11/2022,1,$85.00 ,
0FM1W6B14S2K0NQWZQS43H7DC0,,6/26/2018,6/26/2018,1,$5.00 ,unknown
Q9H6QFVH43S8PB0HSPM620B1FM,,3/9/2023,3/9/2023,1,$22.00 ,unknown
V2H2TTT2X973V6BQ7BS28SF7K4,,1/18/2020,1/18/2020,1,$15.00 ,unknown
278F369GJH0JEK3H6YQ25N5K2C,,10/25/2017,10/25/2017,1,$10.00 ,
6MX6QDQRZ13G6MKHG9DMC75AFW,,8/16/2017,8/16/2017,1,$150.00 ,
2CJDBBK4996EZ299MWPCHSQX6G,,7/17/2021,2/15/2022,2,$213.20 ,unknown
2MFHA2V05S3GH8365RRCNCJX1G,,5/14/2021,5/14/2021,1,$115.00 ,
AA3FGS6X0H7TV0T57MZGARRVGC,,,,0, $-   ,
W0AEMTGRSH25AK838MGWVGF9AR,,7/25/2019,7/25/2019,1,$200.00 ,unknown
F9SB0SM81N57D7KPFMTXVK9GTG,,11/7/2019,11/7/2019,1,$180.00 ,unknown
BYSQJHQ7YH1J2GWS69TV99456G,,2/21/2017,2/21/2017,1,$125.00 ,unknown
S3XBR521K94R1CN42RDGCTRSCM,,5/28/2020,5/28/2020,1,$12.00 ,
56PYFXSFMH3TK7XNSQZADNKHM0,,2/15/2020,2/15/2020,1,$100.00 ,unknown
4WX4TV9DAH4NF3150SV95EAZ8G,,6/29/2021,6/29/2021,1,$335.00 ,unsubscribed
BZVEV4F7ND6DEQVV96D5HKB0DC,,6/1/2019,6/1/2019,1,$50.00 ,bounced
DSMMMRJ5EX2KPW8CKWR20WZEG4,,7/24/2018,7/24/2018,1,$50.00 ,
6M3JPN78JN2KQD9WWEYJPMYVBC,,11/16/2021,11/16/2021,1,$30.00 ,unknown
Y3VWGYZKVS7PGGMKT254M5Q3HM,,11/1/2016,11/1/2016,1,$76.00 ,unknown
Y8J0CVFGBS32DF5ZM53QHW90BC,,4/10/2021,4/10/2021,1,$4.00 ,
M7WH84KG4151Q7SZMX0QJA1FSM,,,,0, $-   ,unknown
H38DBN22Y55HF7ND4566835CW0,,8/12/2022,8/18/2022,2,$143.00 ,unknown
4EMZYECP214YTVZXYBJCSNR8MW,,4/5/2017,4/5/2017,1,$20.00 ,unknown
JWQGF3ZZW14WF8PNYV3DHG1R7W,,11/20/2020,11/20/2020,1,$100.00 ,unknown
VAQE4MV9996FPMQH7CP3C3BB08,,7/19/2017,7/19/2017,1,$5.00 ,
0JNVH1FT3H4SN00K51NGNWBE6M,,4/7/2022,4/7/2022,1,$400.00 ,
8DSFA85J6S5TN202QC29G11J94,,2/16/2018,1/17/2023,5,$100.00 ,unknown
9NJVF5DWFS55GV1EF02Z8YTZY4,,7/17/2018,7/17/2018,1,$31.25 ,
1QCAVMK2HH6DHBEHRJGRA9VRQM,,8/20/2019,8/20/2019,1,$11.00 ,
5HF0GREKGX1Y5E47QCERB41TZW,,7/16/2020,3/11/2021,2,$91.00 ,
ZJC6F671GXPV7QVWKTX3N4VXQ0,,10/7/2022,10/7/2022,1,,unknown
N7GQF7CAM52MB79SM7Q2VXR09W,,10/7/2022,10/7/2022,1,$50.00 ,
HBRSKCQW1D3THBMACDKHVTGZPR,,7/2/2022,7/2/2022,1,$500.00 ,unknown
Y6WVR5ZNQS2Z987D9JK5H7TJS0,,4/17/2020,3/26/2021,3,$147.00 ,unknown
V5TGVRSSEN6Y1E88XQZFZWQJ3M,,6/8/2022,6/29/2022,2,$100.00 ,unknown
14N3PYQT651PQBY78QREH6BZVW,,11/30/2022,11/30/2022,1,$35.00 ,
MXG4BRXKTX3KS06MS6EW2FBA94,,5/21/2020,7/2/2020,2,$400.00 ,
ACMET85WMS08DBKKQSMBJWMNZ8,,6/26/2020,6/26/2020,1,$10.00 ,unknown
1HJF1C2AJS5P53K9Z3B244MA1M,,6/4/2020,6/4/2020,1,$200.00 ,unknown
FZ0YZT561D1YCWPRGGS4NXXN68,,7/7/2018,7/7/2018,1,$25.00 ,
YYHSEKPVNH3F73G4BD11SM1H9M,,3/6/2021,3/6/2021,1,$225.00 ,unknown
J4WGDE5KDH0S2RZ7BTNWCNVJ04,,3/29/2016,3/29/2016,1,$11.00 ,
3YHBXMP7TH76MREA3QWCR1NATW,,1/18/2017,4/20/2019,3,$77.00 ,unknown
FSNZQZH35H6WQC1S5P2Z0ZZ080,,5/15/2021,5/15/2021,1,$13.75 ,
3P4VEPB2217E4X4KJTP75GY3B4,,11/30/2018,11/30/2018,1,$5.00 ,
8BD1G3KTV17W38R1D2T0A6DKZ4,,4/10/2020,4/10/2020,1,$200.00 ,unknown
9XFHZHEWVD3K94NKR2RKRMMQ5C,,7/13/2022,7/13/2022,1,$50.00 ,
RS1D5XWDZX28MNAPV9EK7YJYE8,,7/7/2018,7/7/2018,1,$15.00 ,unknown
RP010WNMX9476RSK3GKMDSB7D8,,4/2/2016,4/5/2016,2,$26.00 ,
XQMVH7Q1T97SV0NSRTDGHPRQP4,,8/5/2022,8/5/2022,1,$648.00 ,
S0SW4RETMH2SMZXZ4XC2ND8YGM,,8/1/2015,8/1/2015,1,$10.00 ,
7Y4TTKBVXH6HRYN82TTN3RRD04,,2/10/2017,2/10/2017,1,$21.00 ,
A7E88Y5X4D6MQE9B8EGKTMHD7W,,3/1/2022,3/1/2022,1,$200.00 ,unknown
GR1JDB09RN125F730TFQNYV9Z0,,2/26/2022,2/26/2022,1,$40.00 ,
XNA46950K12N6NEPFBY062DKZ8,,6/1/2016,6/1/2016,1,$16.00 ,
524JFMFJEH2ZV5RJS8B2KCAVQ0,,3/13/2021,11/9/2021,3,$396.85 ,unknown
RF96CCN6WS3MKB9PWBRS281DXR,,5/27/2021,5/27/2021,1,$30.00 ,unknown
CTQVB73R3HYSDMY8YKKH0DJ4YR,,1/18/2023,1/18/2023,1,$30.00 ,unknown
XXBYX0TMHX1RXDYQD49TM86E5C,,10/26/2019,10/26/2019,1,$36.00 ,
95TNG7DWJD26CY7VDJATR61PCC,,4/13/2019,12/3/2020,3,$159.00 ,unknown
46WCFTVZRS5BS1J5DYJMRC6K1R,,4/9/2020,4/9/2020,1,$120.00 ,
GV07XHTWQN4V7CFP2MV816B3A0,,8/27/2019,8/27/2019,1,$5.00 ,
2ZX5WY2NPS1WFCN156NS3CE4XW,,10/26/2019,10/26/2019,1,$250.00 ,
71FJGAX1F173QD9ST1XE6TKTNM,,8/24/2022,9/30/2022,2,$173.00 ,
CCNS1EE1VH6R4JJ1TA0R2FEZAM,,6/28/2018,6/29/2018,2,$75.00 ,
DPNVKR61VX3B10NM64WJFDCME8,,1/29/2022,1/29/2022,1,$295.00 ,unknown
WRYGN958GS2Q16G35WMMNB0PGG,,6/11/2022,6/11/2022,1,$27.00 ,unknown
23GP5DHGSD4QVDR12K6MKJ1SBW,,7/6/2022,7/6/2022,1,$15.00 ,
BXS79QPAV50BNETM5A8CS3J258,,9/18/2021,3/31/2022,2,$26.00 ,
0V5QNJV6415FSE7N7W5YGMWPTC,,9/10/2022,9/10/2022,1,$119.00 ,
HN6WHC4A2D6NV1YR5EPCCZWMJM,,1/3/2023,1/7/2023,2,$177.10 ,unsubscribed
ZMJ1FGZWZRWB3EMNTX44Z29JGW,,2/18/2020,2/18/2020,1,$225.00 ,
J1KQC9RQVS73MJP72YP50ECFFM,,2/12/2017,9/8/2018,2,$32.00 ,unknown
Z0KRTS57RN0TJKQGGYWXM6PPDW,,8/6/2019,8/6/2019,1,$225.00 ,
3KGRRNZWDN40D3Y5KEYNCZN73C,,7/23/2022,7/23/2022,1,$575.00 ,unknown
C0VNVDQPG93P15HHF05SWF7YVC,,2/2/2023,2/2/2023,1,$15.00 ,unknown
ZZ1RYHQNM10TQ1YRZS9G3TAREM,,9/11/2019,7/21/2020,9,$144.95 ,
DWTJQ6FC8H097EG64BTSM5PN64,,1/5/2021,1/5/2021,1,$460.00 ,unknown
2WHNN0J4GX5VVC5FFN2GGPCYTR,,2/1/2022,2/1/2022,1,$36.00 ,unknown
P2Y9ZVWGX572PR74BREJGW8Z00,,4/19/2018,4/19/2018,1,$135.00 ,
9GVKVH48Q55W0G8M81Y2ANQKMR,,11/15/2016,4/18/2017,3,$26.00 ,
JVQFVF7VZ90TYWV4NP6MSDESTC,,5/17/2019,5/17/2019,1,$6.00 ,unknown
3E73JGDP4H5CTTE7KMXWTVHFM4,,4/12/2019,4/12/2019,1,$17.25 ,
FF95SF3FX11MV0QY2H8DKJMTWM,,9/11/2021,11/9/2021,2,$241.00 ,unknown
50W5PVWYVX7TKC4C2H3DVQMZRG,,12/20/2022,12/20/2022,1,$50.00 ,
GG5EX6R1874QTD5B8EVTREW7PW,,2/7/2023,2/7/2023,1,$40.00 ,unknown
EJM1EGYSQ964RN2F27YMRXNNF4,,7/15/2017,7/15/2017,1,$15.00 ,unknown
R3HX8NJMD54J4RJX3A419T1RJR,,11/4/2017,11/4/2017,1,$100.00 ,
A0QD4JGJ5D5C120RXYXGW84M1R,,10/29/2020,5/18/2022,2,$280.00 ,unknown
G0ZG9F4SSH76B6SE89W1TW9YR4,,10/6/2020,10/27/2020,2,$330.00 ,unknown
HBTJWNKT156RS9EG38GPM3SXJG,,4/20/2021,4/20/2021,1,$5.00 ,
BMNJF5P1WN1KQBNQJ2RVXTM34C,,6/9/2020,6/16/2020,2,$205.00 ,unknown
EQNWCB42RH3A90BZKNCMG32QSW,,9/27/2022,9/27/2022,1,$23.00 ,
M9H32K34WS7FK48G382DWJNM80,,5/22/2021,5/22/2021,1,$333.50 ,unsubscribed
7G6M7KGCP16A2T9P53VKZKMVK8,,5/12/2018,5/12/2018,1,$50.00 ,unknown
493XPAWK257HWY5PYX483APS6W,,2/9/2019,2/9/2019,1,$45.00 ,
1EVSYQ7J754B13Z67CVR923CZ0,,8/4/2020,8/4/2020,1,$11.00 ,
VQJBYDS8BS5KMXPW2432JW03A4,,1/23/2017,2/5/2022,3,$80.00 ,unknown
9WS13JDFW9282XPQWVWYYSHPJC,,10/6/2018,10/6/2018,1,$125.00 ,unknown
9QHH7E6TZ92DBF54QY8WK3APSG,,6/4/2020,11/24/2020,2,$550.00 ,unknown
J42ZM18KVX1DZ60AJZQK9C44P4,,9/3/2020,3/9/2021,2,$35.00 ,unknown
528VJ73BWD0FHC49VY2Q2MEHG4,,10/11/2019,10/11/2019,1,$150.00 ,
386SJDY9WN2QJX8ZWZPKASXD0G,,3/15/2017,3/21/2017,2,$33.00 ,unknown
FM65GKCT1S3VB6WSDWK9F83KF4,,8/21/2020,8/21/2020,1,$19.00 ,unknown
YCKKXYM72N1ZTWVMF5GJQW68CC,,10/6/2016,10/6/2016,1,$39.00 ,
P6EPGZSTS50KGJ1CZ6ZQMBV2E8,,4/4/2017,4/4/2017,1,$35.00 ,
